FOODID,FOODNAME_FI,FOODNAME_EN,FOODNAME_SV,FUCLASS,IGCLASS,FUCLASS_subsitute,kgCO2-eq/kg,gCO2-eq/100g,Data quality,Average_source
383,"PÄHKINÄ, SUOLAPÄHKINÄ","NUT, PEANUT, SALT","NÖT, SALTAD",Suolaiset naposteltavat,"Pähkinät, siemenet",,2.05,205.0,Product,-
384,"ITU, KESKIARVO, SINIMAILANEN, MUNGOPAPU","BEANSPROUTS AND ALFALFA SPROUTS, AVERAGE","GRODDAR, MEDELVÄRDE, ALFALFA, MUNGBÖNOR","Kasvikset, tuoreet",Lehtivihannekset,,1.38,138.0,Product,-
385,"SEESAMINSIEMEN, KUORINEEN","SESAME SEED, WITH HULL","SESAMFRÖN, MED SKAL","Pähkinät, siemenet ja kuivatut hedelmät","Pähkinät, siemenet",,1.53,153.0,Product,-
386,"PAPRIKA, PUNAINEN","SWEET PEPPER, RED","PAPRIKA, RÖD","Kasvikset, tuoreet",Vihanneshedelmät,,0.57,57.0,Product,-
387,"PAPRIKA, VIHREÄ","SWEET PEPPER, GREEN","PAPRIKA, GRÖN","Kasvikset, tuoreet",Vihanneshedelmät,,0.57,57.0,Product,-
388,"PAPRIKA, KELTAINEN","SWEET PEPPER, YELLOW","PAPRIKA, GUL","Kasvikset, tuoreet",Vihanneshedelmät,,0.57,57.0,Product,-
389,"KESÄKURPITSA, ZUCCHINI","ZUCCHINI, SUMMER SQUASH","SQUASH, ZUCCHINI","Kasvikset, tuoreet",Vihanneshedelmät,,0.13,13.0,Product,-
390,"TÄYSMEHU, TOMAATTIMEHU","TOMATO JUICE, UNSWEETENED","JUICE, TOMATJUICE",Kasvismehut,Kasvisjuomat,,0.42,42.0,Product,-
391,"SOIJAPAPU, KUIVATTU","SOYA BEANS, DRIED","SOJABÖNOR, TORKADE",Palkokasvit,Palkokasvit,,3.35,335.0,Product,-
392,RUOHOSIPULI,CHIVES,GRÄSLÖK,"Kasvikset, tuoreet",Lehtivihannekset,,0.3,30.0,Product,-
393,VALKOSIPULI,GARLIC,VITLÖK,"Kasvikset, tuoreet",Sipulikasvikset,,0.48,48.0,Product,-
394,"SALAATTI, KURKKUSALAATTI, KURKKUPIKKELSSI, KURKKURELISSI","SALAD, SWEET PICKLE RELISH","SALLAD, GURKSALLAD, GURKPICKELS, GURKRELISH",Kasvissäilykkeet,Kasvissäilykkeet,,15.81,1581.0,Category average,IGCLASS
395,"PAPU, VALKOINEN, KEITETTY","BEAN, WHITE BEAN, BOILED","BÖNOR, VITA, KOKTA",Palkokasvit,Palkokasvit,,0.37,37.0,Product,-
398,TOMAATTIMURSKA,"TOMATOES, CRUSHED, CANNED",KROSSADE TOMATER,Kasvissäilykkeet,Kasvissäilykkeet,,0.88,88.0,Product,-
399,"LINSSI, VIHREÄ/RUSKEA, KUIVATTU","LENTILS, GREEN/BROWN, DRIED","LINSER, GRÖNA/BRUNA, TORKADE",Palkokasvit,Palkokasvit,,0.53,53.0,Product,-
401,"OMENA, KUIVATTU","APPLE, DRIED","ÄPPLE, TORKAT","Pähkinät, siemenet ja kuivatut hedelmät",Omenahedelmät,,3.55,355.0,Product,-
408,"APRIKOOSI, SOKERILIEMESSÄ","APRICOT, CANNED, IN SYRUP","APRIKOS, I SOCKERLAG",Hedelmä- ja marjasalaatit,Hedelmäsäilykkeet,,0.85,85.0,Product,-
409,"APRIKOOSI, KUIVATTU","APRICOT, DRIED","APRIKOS, TORKAD","Pähkinät, siemenet ja kuivatut hedelmät",Omenahedelmät,,1.47,147.0,Product,-
411,"PERSIKKA, SOKERILIEMESSÄ","PEACH, CANNED, IN SYRUP","PERSIKA, KONSERV I SOCKERLAG",Hedelmä- ja marjasalaatit,Hedelmäsäilykkeet,,1.01,101.0,Product,-
412,"PERSIKKA, KUIVATTU","PEACH, DRIED","PERSIKA, TORKAD","Pähkinät, siemenet ja kuivatut hedelmät",Omenahedelmät,,8.33,833.0,Product,-
417,"ANANAS, SOKERILIEMESSÄ","PINEAPPLE, CANNED, IN SYRUP","ANANAS, KONSERV, I SOCKERLAG",Hedelmä- ja marjasalaatit,Hedelmäsäilykkeet,,1.15,115.0,Product,-
423,"VIINIRYPÄLE, KESKIARVO, KIVETÖN, VIHREÄ/TUMMA","GRAPE, AVERAGE, GREEN OR RED, SEEDLESS","VINDRUVOR, MEDELVÄRDE, KÄRNFRIA, GRÖNA/MÖRKA","Hedelmät, tuoreet",Muut hedelmät,,0.21,21.0,Product,-
427,"SEKAHEDELMÄ, KUIVATTU","MIXED FRUIT, DRIED","BLANDAD FRUKT, TORKAD","Pähkinät, siemenet ja kuivatut hedelmät",Muut hedelmät,,0.69,69.0,Category average,IGCLASS
428,RUSINA,RAISIN,RUSSIN,"Pähkinät, siemenet ja kuivatut hedelmät",Muut hedelmät,,0.78,78.0,Product,-
431,"OLIIVI, KESKIARVO, PUNNITTU KIVINEEN, ÖLJYSSÄ, VIHREÄ/MUSTA","OLIVE, AVERAGE, WITH STONE, IN OIL, GREEN/BLACK","OLIV, MEDELVÄRDE, VÄGD MED KÄRNA, I OLJA, GRÖN/SVART",Kasvissäilykkeet,Muut hedelmät,,0.45,45.0,Category average,IGCLASS
432,"HEDELMÄSALAATTISÄILYKE, SOKERILIEMESSÄ","FRUIT COCKTAIL, IN SYRUP","FRUKTSALLAD, KONSERV, I SOCKERLAG",Hedelmä- ja marjasalaatit,Hedelmäsäilykkeet,,0.93,93.0,Category average,IGCLASS
433,"TÄYSMEHU, OMENATÄYSMEHU, C-VITAMIINIA","APPLE JUICE, UNSWEETENED, VITAMIN C","JUICE, ÄPPELJUICE, VITAMIN C",Täysmehut,Täysmehut,,0.45,45.0,Product,-
434,"TÄYSMEHU, APPELSIINITÄYSMEHU, C-VITAMIINIA","ORANGE JUICE, UNSWEETENED, VITAMIN C","JUICE, APELSINJUICE, VITAMIN C",Täysmehut,Täysmehut,,0.75,75.0,Product,-
435,"TÄYSMEHU, GREIPPITÄYSMEHU, C-VITAMIINIA","GRAPEFRUIT JUICE, UNSWEETENED, VITAMIN C","JUICE, GRAPEJUICE, VITAMIN C",Täysmehut,Täysmehut,,0.91,91.0,Product,-
436,"TÄYSMEHU, C-VITAMIINIA, KESKIARVO","FRUIT JUICE, UNSWEETENED, VITAMIN C, AVERAGE","JUICE, VITAMIN C, MEDELVÄRDE",Täysmehut,Täysmehut,,0.68,68.0,Product,-
437,"TÄYSMEHU, SITRUUNATÄYSMEHU, LAIMENNETTU","LEMON JUICE, UNSWEETENED, DILUTED","JUICE, CITRONJUICE, UTSPÄDD",Täysmehut,Täysmehut,,0.67,67.0,Product,-
438,"TÄYSMEHU, ANANASTÄYSMEHU, C-VITAMIINIA","PINEAPPLE JUICE, UNSWEETENED, VITAMIN C","JUICE, ANANASJUICE, VITAMIN C",Täysmehut,Täysmehut,,6.32,632.0,Product,-
440,PUOLUKKA,"LINGONBERRY, COWBERRY",LINGON,Marjat,Marjat,,1.93,193.0,Category average,IGCLASS
441,KARPALO,CRANBERRY,TRANBÄR,Marjat,Marjat,,0.92,92.0,Product,-
442,"MUSTIKKA, METSÄMUSTIKKA","BLUEBERRY, BILBERRY","BLÅBÄR, SKOGSBLÅBÄR",Marjat,Marjat,,1.93,193.0,Category average,IGCLASS
444,MUSTAHERUKKA,BLACKCURRANT,SVART VINBÄR,Marjat,Marjat,,1.21,121.0,Product,-
445,PUNAHERUKKA,REDCURRANT,RÖTT VINBÄR,Marjat,Marjat,,1.21,121.0,Product,-
446,KARVIAINEN,GOOSEBERRY,KRUSBÄR,Marjat,Marjat,,0.98,98.0,Product,-
447,MANSIKKA,STRAWBERRY,JORDGUBBE,Marjat,Marjat,,2.19,219.0,Product,-
448,VADELMA,RASPBERRY,HALLON,Marjat,Marjat,,2.0,200.0,Product,-
449,"LAKKA, SUOMUURAIN, HILLA",CLOUDBERRY,HJORTRON,Marjat,Marjat,,1.93,193.0,Category average,IGCLASS
450,"MARJAHILLO, KESKIARVO",MIXED BERRY JAM,"BÄRSYLT, MEDELVÄRDE","Hillot, marmeladit",Hillot,,1.26,126.0,Category average,IGCLASS
451,"MEHU, HÖYRYMEHU, LAIMENTAMATON, SOKEROITU","BERRY JUICE, SWEETENED, UNDILUTED, HOME-MADE","SAFT, ÅNGAD, OUTSPÄDD, SOCKRAD",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
452,"MEHU, HÖYRYMEHU, MUSTAHERUKKA, LAIMENTAMATON, SOKEROITU","BLACKCURRANT JUICE, SWEETENED, UNDILUTED, HOME-MADE","SAFT, ÅNGAD, SVARTVINBÄRSSAFT, OUTSPÄDD, SOCKRAD",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
453,"MEHU, HÖYRYMEHU LAIMENTAMATON, SOKERITON","BERRY JUICE, UNSWEETENED, UNDILUTED, HOME-MADE","SAFT, ÅNGAD, OUTSPÄDD, SOCKERFRI",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
454,"MARJA, KESKIARVO","BERRY, AVERAGE","BÄR, MEDELVÄRDE",Marjat,Marjat,,1.93,193.0,Category average,IGCLASS
455,TYRNIMARJA,SEA BUCKTHORN BERRY,"HAVTORN, FINNBÄR",Marjat,Marjat,,1.93,193.0,Category average,IGCLASS
456,"MARMELADI, MARJOISTA",BERRY MARMALADE,BÄRMARMELAD,"Hillot, marmeladit",Hillot,,1.26,126.0,Category average,IGCLASS
457,PIHLAJANMARJA,"ROWANBERRY, SORBUS",RÖNNBÄR,Marjat,Marjat,,1.93,193.0,Category average,IGCLASS
458,"MEHU, MUSTAHERUKKA-PUOLUKKAMEHUJUOMA","JUICE DRINK, BLACKCURRANT-LINGONBERRY, CONTAINS SUGAR","SAFT, SVARTVINBÄRS-LINGONDRYCK",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
459,"MEHU, MEHUJUOMA, PUOLUKKA, LAIMENTAMATON","JUICE DRINK, LINGONBERRY, UNDILUTED, CONTAINS SUGAR","SAFT, LINGONSAFT, OUTSPÄDD",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
461,"MEHU, HÖYRYMEHU LAIMENNETTU, SOKEROITU","BERRY JUICE, SWEETENED, DILUTED, HOME-MADE","SAFT, ÅNGAD, UTSPÄDD, SOCKRAD",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
462,"MEHU, HÖYRYMEHU, MUSTAHERUKKA, LAIMENNETTU, SOKEROITU","BLACKCURRANT JUICE, SWEETENED, DILUTED, HOME-MADE","SAFT, ÅNGAD, SVARTVINBÄRSSAFT, UTSPÄDD, SOCKRAD",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
463,"MEHU, HÖYRYMEHU LAIMENNETTU, SOKERITON","BERRY JUICE, UNSWEETENED, DILUTED, HOME-MADE","SAFT, ÅNGAD, UTSPÄDD, SOCKERFRI",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
469,"TÄYSMEHU, VIIDEN HEDELMÄN MEHU, C-VITAMIINIA","FRUIT JUICE, FIVE FRUITS, UNSWEETENED, VITAMIN C","JUICE, FEM FRUKTERS JUICE, VITAMIN C",Täysmehut,Täysmehut,,0.68,68.0,Product,-
471,"ANANAS, OMASSA LIEMESSÄÄN","PINEAPPLE, CANNED, IN OWN JUICE","ANANAS, KONSERV, I EGEN JUICE",Hedelmä- ja marjasalaatit,Hedelmäsäilykkeet,,1.15,115.0,Product,-
472,"OMENASOSE, MAKEUTTAMATON","APPLESAUCE, UNSWEETENED","ÄPPELMOS, OSÖTAT","Hedelmät, tuoreet",Hedelmäsäilykkeet,,0.93,93.0,Category average,IGCLASS
473,"MEHU, NEKTARI, HEDELMÄJUOMA, HEDELMÄPITOISUUS 50 %","FRUIT NECTAR, BERRY NECTAR, SWEETENED, 50% FRUIT","FRUKTDRYCK, NEKTAR, FRUKTHALT 50 %",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
474,"TÄYSMEHU, MARJATÄYSMEHU","BERRY JUICE, UNSWEETENED","JUICE, BÄRJUICE, OSÖTAD",Täysmehut,Täysmehut,,1.19,119.0,Category average,IGCLASS
476,"HILLO, FRUKTOOSILLA MAKEUTETTU","JAM, SWEETENED WITH FRUCTOSE","SYLT, SÖTAD MED FRUKTOS","Hillot, marmeladit",Hillot,,1.26,126.0,Category average,IGCLASS
477,"MELONI, VERKKOMELONI/CANTALOUPEMELONI, KUORITTU","MUSKMELON/CANTALOUPE MELON, WITHOUT SKIN","MELON, NÄTMELON, CANTALOUPE, SKALAD","Hedelmät, tuoreet",Muut hedelmät,,0.27,27.0,Product,-
478,"MARJAJUOMA, NEKTARI, MARJAPITOISUUS 50 %","BERRY NECTAR DRINK, SWEETENED, CONTAINS 50% BERRIES","BÄRJUICE, NEKTAR, BÄRHALT 50 %",Mehujuomat,Mehujuomat,,0.68,68.0,Category average,IGCLASS
500,VOI,BUTTER,SMÖR,"Voi, maitorasva","Voi, maitorasva",,7.35,735.0,Product,-
501,(ARC) RASVASEOS 80 %,(ARC)BLENDED SPREAD 80%,(ARC)MATFETTSBLANDNING 80 %,Rasvaseokset>= 55 %,Rasvaseos>= 55 %,,2.56,256.0,Category average,IGCLASS
516,"LEIVONTAMARGARIINI 80 %, SUNNUNTAI, VL","HARD MARGARINE  80%, SUNNUNTAI, FOR BAKING, LOW-LACTOSE","BAKNINGSMARGARIN 80%, SUNNUNTAI, FÖR BAKNING, LAKTOSFATTIGT",Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
528,"(ARC) SYVÄPAISTORASVA 100 %, UPPOPAISTORASVA",(ARC)CATERING FAT FOR DEEP FRYING 100%,(ARC)FLOTTYR 100 %,Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
529,"TEOLLISUUSMARGARIINI 80 %, KAULINTAMARGARIINI","MARGARINE, PASTRY, 80% FAT, INDUSTRIAL","INDUSTRIMARGARIN 80 %, KAVLING",Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
530,"LEIPOMOTEOLLISUUSMARGARIINI 80 %, LEIVONTA","CATERING MARGARINE FOR BAKING, 80% FAT","BAGERIINDUSTRIMARGARIN 80 %, BAKNING",Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
531,"RUOKAÖLJY TEOLLISUUSKÄYTTÖÖN, 70 % RYPSIÖLJYÄ, 30 % PALMUÖLJYÄ","CATERING OIL, 70% RAPESEED OIL, 30% PALM OIL","MATOLJA FÖR LIVSMEDELINDUSTRI, 70 % RYPSÖLJA, 30 % PALMOLJA",Ruoanvalmistus- ja teollisuusrasva,Ruoanvalmistus- ja teollisuusrasva,,2.34,234.0,Category average,IGCLASS
535,RYPSIÖLJY,RAPESEED OIL,RYPSOLJA,Öljy,Öljy,,2.94,294.0,Product,-
536,OLIIVIÖLJY,OLIVE OIL,OLIVOLJA,Öljy,Öljy,,2.11,211.0,Product,-
537,MAAPÄHKINÄÖLJY,PEANUT OIL,JORDNÖTOLJA,Öljy,Öljy,,3.68,368.0,Product,-
540,AURINGONKUKKAÖLJY,SUNFLOWER OIL,SOLROSOLJA,Öljy,Öljy,,1.89,189.0,Product,-
541,"RUOKAÖLJY KESKIARVO, 87 % RYPSI- 8 % AURINGONKUKKA- JA 5% OLIIVIÖLJY","COOKING OIL, AVERAGE, 87% RAPESEED, 8% SUNFLOWER,AND 5% OLIVE OIL","MATOLJA, MEDELVÄRDE, 87 % RYPS-, 8 % SOLROS- OCH 5 % OLIVOLJA",Öljy,Öljy,,2.28,228.0,Category average,IGCLASS
542,SOIJAÖLJY,SOYBEAN OIL,SOJAOLJA,Öljy,Öljy,,1.28,128.0,Product,-
543,MAISSIÖLJY,"CORN OIL, MAIZE OIL",MAJSOLJA,Öljy,Öljy,,1.48,148.0,Product,-
550,"PAISTINRASVA, LAARDI","LARD, FRYING FAT","STEKFETT, ISTER",Eläinrasva,Eläinrasva,,1.31,131.0,Product,-
552,KOOKOSRASVA 100 %,COCONUT BUTTER,KOKOSFETT 100 %,Öljy,Öljy,,2.28,228.0,Category average,IGCLASS
553,"TALI, RAAKA NAUDANRASVA","TALLOW, BEEF FAT","TALG, RÅTT NÖTFETT",Eläinrasva,Eläinrasva,,1.31,131.0,Category average,IGCLASS
562,"MAJONEESI, HAMPURILAISKASTIKE, RASVAA 60 %","MAYONNAISE, 60% FAT","MAJONNÄS, HAMBURGAREDRESSING, 60 % FETT",Salaatinkastikkeet ja majoneesit,Salaatinkastikkeet ja majoneesit,,2.56,256.0,Product,-
563,"SALAATINKASTIKE, RANSKALAINEN, SISÄLTÄÄ SINAPPIA","SALAD DRESSING, FRENCH DRESSING WITH MUSTARD","SALLADSDRESSING, FRANSK, INNEHÅLLER SENAP",Salaatinkastikkeet ja majoneesit,Salaatinkastikkeet ja majoneesit,,2.56,256.0,Category average,IGCLASS
572,"(ARC) MARGARIINI 40%, LÄTTA","(ARC)MARGARINE 40%, LÄTTA","(ARC)MARGARIN 40 %, LÄTTA",Margariini ja  rasvalevite <55%,Margariini ja  rasvalevite <55%,,5.33,533.0,Category average,IGCLASS
576,"VOI, SUOLATON","BUTTER, UNSALTED","SMÖR, OSALTAT","Voi, maitorasva","Voi, maitorasva",,7.41,741.0,Product,-
578,"MAJONEESI, RASVAA 27-33 %","MAYONNAISE, 27-33% FAT","MAJONNÄS, 27-33 % FETT",Salaatinkastikkeet ja majoneesit,Salaatinkastikkeet ja majoneesit,,2.56,256.0,Product,-
579,"SALAATINKASTIKE, RASVAA <17 %, VÄHÄRASVAINEN","SALAD DRESSING, <17% FAT, LOW-FAT","SALLADSDRESSING, FETT <17 %, LÅG FETTHALT",Salaatinkastikkeet ja majoneesit,Salaatinkastikkeet ja majoneesit,,2.56,256.0,Product,-
585,"VOI, VOIMAKASSUOLAINEN","BUTTER, HIGH-SODIUM","SMÖR, KRAFTIGT SALTAT","Voi, maitorasva","Voi, maitorasva",,7.35,735.0,Product,-
586,"(ARC) RASVASEOS 80 %, VOIMAKASSUOLAINEN","(ARC)BLENDED SPREAD 80%, HIGH-SODIUM","(ARC)MATFETTSBLANDNING 80 %, HÖG SALTHALT",Rasvaseokset>= 55 %,Rasvaseos>= 55 %,,2.56,256.0,Category average,IGCLASS
597,"RASVASEOSLEVITE 75 %, TUOTEKESKIARVO","BLENDED SPREAD 75%, AVERAGE OF INDUSTRIAL PRODUCTS","MATFETTSBLANDNING 75 %, MEDELVÄRDE AV INDUSTRIELLA PRODUKTER",Rasvaseokset>= 55 %,Rasvaseos>= 55 %,,2.56,256.0,Category average,IGCLASS
598,"VOIÖLJY 100 %, MAITORASVAA","BUTTER OIL 100%, MILKFAT","SMÖROLJA 100 %, MJÖLKFETT","Voi, maitorasva","Voi, maitorasva",,7.41,741.0,Product,-
600,"MAITO, TILAMAITO, RAAKAMAITO, RASVAA 4,4 %, EI LISÄTTY D-VITAMIINIA","MILK, RAW MILK, 4.4 % FAT, WITHOUT ADDED VITAMIN D","MJÖLK, GÅRDSMJÖLK, RÅMJÖLK, 4,4 % FETT, UTAN TILLSATT VITAMIN D",Maitojuomat >2%,"Rasvainen maito, rasvaa > 2 % ",,1.08,108.0,Product,-
602,TERNIMAITO,"BEESTINGS, COLOSTRUM","RÅMJÖLK, COLOSTRUM",Maitojuomat >2%,"Rasvainen maito, rasvaa > 2 % ",,1.23,123.0,Category average,IGCLASS
604,"MAITO, KUTUNMAITO, VUOHENMAITO","MILK, GOAT MILK","MJÖLK, GETMJÖLK",Maitojuomat >2%,"Rasvainen maito, rasvaa > 2 % ",,1.23,123.0,Product,-
606,"MAITO, RASVATON, D-VITAMIINIA 1 UG","MILK, 0% FAT, I UG ADDED VITAMIN D","MJÖLK, FETTFRI, 1 UG VITAMIN D",Maitojuoma rasvaton,Rasvaton maito ,,0.95,95.0,Product,-
611,"PIIMÄ, TALOUSPIIMÄ, RASVAA 0,8 %","SOUR MILK, 0.8% FAT","SURMJÖLK, HUSHÅLLSSURMJÖLK, 0,8 % FETT",Piimä,Piimä,Maitojuomat >2%,1.23,123.0,Category average,FUCLASS
612,"PIIMÄ, RASVATON, D-VIT 1 UG","SOUR MILK, 1 UG VITAMIN D","SURMJÖLK, FETTFRI, 1 UG VITAMIN D",Piimä,Piimä,Maitojuomat >2%,1.23,123.0,Category average,FUCLASS
613,"PIIMÄ, KIRNUPIIMÄ","SOUR MILK, BUTTER MILK","SURMJÖLK, KÄRNMJÖLK",Piimä,Piimä,Maitojuomat >2%,1.23,123.0,Category average,FUCLASS
615,"KERMAVIILI, RASVAA 10-12 %","SOUR CREAM, 10-12% FAT","GRÄDDFIL, 10-12 % FETT","Hapanmaitotuotteet, muut","Hapanmaitotuotteet, muut",,1.93,193.0,Category average,IGCLASS
616,"PIIMÄ, ASIDOFILUSPIIMÄ, RASVAA 2,5 %, D-VIT 1 UG, PROBIOOTTEJA","SOUR MILK, ACIDOPHILUS, 2.5% FAT, 1 UG VITAMIN D, PROBIOTICS","SURMJÖLK, ACIDOPHILUS-SURMJÖLK, 2,5 % FETT, 1 UG VITAMIN D, PROBIOTIKA",Piimä,Piimä,Maitojuomat >2%,1.23,123.0,Category average,FUCLASS
617,"VIILI, MAUSTAMATON, RASVAA 3,5 %","CURD MILK, PLAIN, 3.5% FAT","FIL, NATURELLT, 3,5 % FETT",Viili,Viili,Jogurtit,1.93,193.0,Category average,FUCLASS
618,"VIILI, MAUSTAMATON, KEVYTVIILI, RASVAA 2,5 %","CURD MILK, PLAIN, 2.5% FAT","FIL, NATURELLT, LÄTTFIL, 2,5 % FETT",Viili,Viili,Jogurtit,1.93,193.0,Category average,FUCLASS
619,"JOGURTTI, MAUSTAMATON, RASVAA 2,5 %, VL","YOGHURT, PLAIN, 2.5% FAT, LOW-LACTOSE","YOGHURT, NATURELL, 2,5 % FETT, LÅG LAKTOSHALT",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
620,"JOGURTTI, MAUSTAMATON, BULGARIAN, RASVAA 3,9%","YOGHURT, PLAIN, BULGARIAN, 9% FAT","NATURELL YOGHURT BULGARIAN FETT 3,9 %",Jogurtit,"Jogurtit, rasvaa > 1 %",,1.93,193.0,Category average,FUCLASS
622,"RAHKA, MAITORAHKA, MAUSTAMATON, RASVAA <0,5 %","QUARK, <0.5% FAT","KVARG, NATURELL, <0,5 % FETT",Rahka,Rahka,Jogurtit,1.93,193.0,Category average,FUCLASS
627,"MAITO, YKKÖSMAITO, D-VITAMIINIA 1 UG","MILK, 1% FAT, 1 UG ADDED VITAMIN D","MJÖLK, ETTANS MJÖLK, 1 UG VITAMIN D",Maitojuomat <2%,"Vähärasvainen maito, rasvaa <= 2 %",,1.07,107.0,Product,-
628,"CREME FRAICHE, RANSKANKERMA, RASVAA 28 %","CREME FRAICHE, 28% FAT","CRÈME FRAICHE, 28 % FETT","Hapanmaitotuotteet, muut","Hapanmaitotuotteet, muut",,1.93,193.0,Category average,IGCLASS
629,"KERMA, VISPIKERMA, RASVAA 38 % ,VL, ISKUKUUMENNETTU","WHIPPING CREAM, 38% FAT, LOW-LACTOSE, ULTRA-HEAT-TREATED","GRÄDDE, VISPGRÄDDE, 38 % FETT, LÅG LAKTOSHALT, ULTRAPASTÖRISERAD",Kerma,Kerma/ creme,,1.46,146.0,Product,-
630,"SMETANA, RASVAA N. 40 %","SOUR CREAM, 40% FAT","SMETANA, CA 40 % FETT","Hapanmaitotuotteet, muut","Hapanmaitotuotteet, muut",,1.93,193.0,Category average,IGCLASS
631,"KERMA, KUOHUKERMA, RASVAA 38 %","WHIPPING CREAM, 38% FAT","GRÄDDE, VISPGRÄDDE, 38 % FETT",Kerma,Kerma/ creme,,1.46,146.0,Product,-
632,"RUOANVALMISTUSKERMA, RASVAA 19 %, KAHVIKERMA","COOKING CREAM, 19% FAT","MATLAGNINGSGRÄDDE, 19 % FETT, KAFFEGRÄDDE",Kerma,Kerma/ creme,,2.24,224.0,Product,-
633,"KERMA, KAHVIKERMA, KEVYT, RASVAA 10 %, VL","CREAM, LOW-FAT, 1O% FAT, LOW-LACTOSE","GRÄDDE, KAFFEGRÄDDE, LÄTTGRÄDDE, 10 % FETT, LÅG LAKTOSHALT",Kerma,Kerma/ creme,,2.24,224.0,Product,-
635,"RAEJUUSTO, RASVATON, VL","COTTAGE CHEESE, FAT-FREE, LOW-LACTOSE","GRYNOST, FETTFRI, LÅG LAKTOSHALT","Juustot, tuorejuustot","Juustot, tuorejuustot, rasvaa <= 15 %",,3.3,330.0,Category average,IGCLASS
636,"VIILI, KERROSVIILI, MAUSTETTU HILLOLLA, YKKÖSVIILI, RASVAA 1 %, VL","CURD MILK, FLAVOURED WITH JAM, 1% FAT, LOW-LACTOSE","FIL MED SYLT, ETTANS FIL, 1 % FETT, LÅG LAKTOSHALT",Viili,Viili,Jogurtit,1.93,193.0,Category average,FUCLASS
637,"JOGURTTI, MAUSTAMATON, RASVATON, VL, D-VIT 0,5 UG","YOGHURT, PLAIN, FAT-FREE, LOW-LACTOSE, 0.5 UG VITAMIN D","YOGHURT, NATURELL, FETTFRI, LÅG LAKTOSHALT, 0,5 UG VITAMIN D",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
639,"JOGURTTI, MAUSTETTU, RASVATON","YOGHURT, FLAVOURED, FAT-FREE","YOGHURT, SMAKSATT, FETTFRI",Jogurtit,"Jogurtit, rasvaa <= 1 %",,1.93,193.0,Category average,FUCLASS
640,"JUUSTO, VALKOHOMEJUUSTO, RASVAA 26-30 %, CAMEMBERT/BRIE","CHEESE, WHITE MOULD CHEESE, CAMEMBERT/BRIE, 26-30% FAT","OST, VITMÖGELOST, 26-30 % FETT, CAMEMBERT/BRIE","Juustot, kypsytetyt juustot","Juustot, kypsytetyt, rasvaa >17 %",,4.81,481.0,Product,-
642,"JUUSTO, EMMENTALJUUSTO, RASVAA 27-30 %, PUNALEIMA","CHEESE, EMMENTAL, 27-30% FAT, RED-LABEL","OST, EMMENTALOST, 27-30 % FETT, RÖDSTÄMPLAD","Juustot, kypsytetyt juustot","Juustot, kypsytetyt, rasvaa >17 %",,5.54,554.0,Product,-
643,"JUUSTO, KOVA PIENIKOLOINEN JUUSTO, RASVAA 24-27 %, EDAM","CHEESE, HARD CHEESE, EDAM TYPE, 24-27% FAT","OST, HÅRD SMÅHÅLIG OST, 24-27 % FETT, EDAM","Juustot, kypsytetyt juustot","Juustot, kypsytetyt, rasvaa >17 %",,5.32,532.0,Product,-
645,"JUUSTO, KUTUNJUUSTO, VUOHENJUUSTO, RASVAA 30 %, KOVA JUUSTO","CHEESE, HARD CHEESE, GOAT CHEESE, 20-25% FAT","OST, GETOST, 20-25 % FETT, HÅRD OST","Juustot, kypsytetyt juustot","Juustot, kypsytetyt, rasvaa >17 %",,5.83,583.0,Product,-
647,"SULATEJUUSTO, RASVAA 20-24 %, KESKIRASVAINEN","PROCESSED CHEESE, 20-24% FAT","SMÄLTOST, 20-24 % FETT, MEDELFET","Juustot, sulatejuustot","Juustot, sulatejuustot, rasvaa > 17 %",,4.62,462.0,Product,-
648,"SULATEJUUSTO, RASVAA 27-35 %, RUNSASRASVAINEN","PROCESSED CHEESE, 27-35% FAT","SMÄLTOST, 27-35 % FETT, HELFET","Juustot, sulatejuustot","Juustot, sulatejuustot, rasvaa > 17 %",,4.62,462.0,Product,-
